"","...1","site","date","city","county","state","lat","lng","n_post","upvotes","n_comment","stars","reviews","type","introduce","review","url","hot"
"28",27,"Central Park Zoo",2022-12-20 21:43:23,"Manhattan","New York","New York",40.7834,-73.9662,250,13291,4658,4.4,20470,"Zoo","Set within Central Park, this small zoo features penguins, sea lions, monkeys & a petting zoo.","[""  Very cool place. Loved that it was in the middle of central park so it's accessable. Got to see a lot of cool animals, and the reptile and bird enclosures were awesome. All the enclosures were well thought out and seemed big enough for the … "", '  Keeping in mind this is a small zoo, and our main attraction was that my son watched a lot of Penguins of Madagascar, we really enjoyed our visit. By far our favourite thing was the Tropic area with all the birds. We visited that a second … ', ""  I can see why the Central Park Zoo is a favorite of my youngest grandson. It's a nice little zoo. I saw a menagerie of animals such as penguins, sea lions, a red panda, monkeys, and exotic birds among many others.  They also have a … ""]","https://www.google.com.tw/maps/place/Central+Park+Zoo/data=!4m7!3m6!1s0x89c258f1fcd66869:0x65d72e84d91a3f14!8m2!3d40.767778!4d-73.9718335!16zL20vMDRoOWZz!19sChIJaWjW_PFYwokRFD8a2YQu12U?authuser=0&hl=en&rclk=1",4.51519411833543
"29",28,"Federal Hall",2022-12-20 21:43:23,"Manhattan","New York","New York",40.7834,-73.9662,4,37,36,4.5,2158,"Museum","museum in 1842 Customs House on site where Washington was sworn in & the Bill of Rights was written.","['  Federal Hall is so lovely, it’s a must-see while you’re in New York City’s Financial District! I hope to one day check-out one of the featured exhibits, but I can assure you that just getting to see the outside of this historic site is really incredible. ', '  Very cool to see such a historic building. Was under some construction while we were there. ', '  A National Park Service site commemorating George Washington. The site of the inauguration of Washington and later a sub-treasury (vaults and all!). The bible used by Washington at the inauguration was being used by the Masons when I … ']","https://www.google.com.tw/maps/place/Federal+Hall/data=!4m7!3m6!1s0x89c25a170305a201:0x700fdb83dd5cdcf2!8m2!3d40.7073993!4d-74.0102088!16zL20vMDJjcm0x!19sChIJAaIFAxdawokR8txc3YPbD3A?authuser=0&hl=en&rclk=1",0.0611319287151079
"30",29,"Whitney museum of American Art",2022-12-20 21:43:23,"Manhattan","New York","New York",40.7834,-73.9662,250,72071,15596,4.5,10722,"Museum","museum exclusively featuring 20th-century & contemporary art by American artists, most still living.","['  Friday night at the Whitney museum with family and friends was amazing! Awesome art and media exhibits. We started on the top floor and worked our way down... loved that they have both indoor and outdoor spaces with amazing views of the … ', '  Loved pay what you want Friday! It wasn’t too crowded & we had a great time. The sunset was beautiful to see from the many outdoor exhibits. The museum layout is very straightforward and easy to follow. We spent a little over an hour at the museum. Definitely buy your tickets in advance because they were sold out when we got there. ', ""  I saw the building from the Highline and wasn't impressed with the way it looked from the outside. But once inside, I experienced it quite differently. The way the building is divided is at once playful and smart. You go from small rooms to … ""]","https://www.google.com.tw/maps/place/Whitney+museum+of+American+Art/data=!4m7!3m6!1s0x89c25894ea097337:0xc63f52f9d53d7889!8m2!3d40.7395877!4d-74.0088629!16zL20vMGhoajM!19sChIJN3MJ6pRYwokRiXg91flSP8Y?authuser=0&hl=en&rclk=1",8.23334205827527
"31",30,"Balto Statue",2022-12-20 21:43:23,"Manhattan","New York","New York",40.7834,-73.9662,0,0,0,4.7,1888,"Tourist attraction","Sculpture of lead sled dog that raced to deliver medicine saving Alaska's children from diphtheria.","['  I think the statue is very well constructed and a good attraction for the price. However, I would like to see a little recognition for the real hero Togo. Hopefully, like statues of Robert E Lee and Christopher Columbus, the world will soon … ', '  Good ol’ Balto. Very nice statue. Beautiful photo opportunity. Nice memory to have. It’s also near a lot of other statues and there’s a Childress playground in front of the statue so it’s a win win for the kids. ', ""  Nice statue but it's too sad they chose the wrong dog. I mean yes, Balto was the leading dog of the last leg amd definitely deserves a recognition but I think Togo deserves to have a statue more. ""]","https://www.google.com.tw/maps/place/Balto+Statue/data=!4m7!3m6!1s0x89c258ed89074353:0x35c71b135cfce478!8m2!3d40.7699742!4d-73.9710197!16s%2Fg%2F1tcxw4dt!19sChIJU0MHie1YwokReOT8XBMbxzU?authuser=0&hl=en&rclk=1",0
"32",31,"One Times Square",2022-12-20 21:43:23,"Manhattan","New York","New York",40.7834,-73.9662,25,17500,1905,4.7,532,"Tourist attraction","Designed by Cyrus L. W. Eidlitz, this landmark building is perhaps best known for its billboards.","['  Huge Screens , lots of side shows, performers. One can find All kind of nationalities. Some protesting , Some celebrating. One world. Life time of an experience. Must visit once in your lifetime. ', ""  Big screens, large crowds, lots to see and do, lots of little events happening around, lots of street talent and marriage proposals. You can't come to NYC without visiting Times Square. It can get pretty crowded, so just keep that in mind (especially during the winter season with Christmas & New Years). Lots of lights and energy! "", '  I really liked to finally visit time square. I imagines it to be bigger (taller houses more screens etc) but still loved it. We were super lucky as there weren’t nearly as many people as we feared 😅 … ']","https://www.google.com.tw/maps/place/One+Times+Square/data=!4m7!3m6!1s0x89c2585240000001:0x339018d610c8ee6e!8m2!3d40.7563736!4d-73.9864553!16zL20vMDVxMjBq!19sChIJAQAAQFJYwokRbu7IENYYkDM?authuser=0&hl=en&rclk=1",1.47441492939008
"33",32,"New-York Historical Society",2022-12-20 21:43:23,"Manhattan","New York","New York",40.7834,-73.9662,85,1505,1242,4.5,472,"Museum","West Side museum presenting New York City history via artwork, manuscripts, furniture and more.","['  Went on the first weekend of the month which is Bank of America’s museums on Us program. … ', '  The New York Historical Society is a first class American Library & museum that contains more than 1.6 million works of art and holds more than 3 million written works such as books, pamphlets, manuscripts, newspapers and other written … ', '  This is definitely in my top NY 5 museums! As a born and raised New Yorker, I would always walk by the New York Historical Society and never walked in. … ']","https://www.google.com.tw/maps/place/New-York+Historical+Society/data=!4m7!3m6!1s0x89c2588e7d325121:0x505d79b92e16a75e!8m2!3d40.7793487!4d-73.9739079!16zL20vMDJ2ejNk!19sChIJIVEyfY5YwokRXqcWLrl5XVA?authuser=0&hl=en&rclk=1",1.34451824926259
"34",33,"Brooklyn Bridge",2022-12-20 21:43:23,"Manhattan","New York","New York",40.7834,-73.9662,51,8517,901,4.8,60889,"Bridge","Beloved, circa-1883 landmark connecting Manhattan & Brooklyn via a unique stone-&-steel design.","[""  It's one of the iconic locations in New York City, and you can see the fantastic view of the city's skyline. You can enjoy the walk and can cross the bridge and see the beautiful pictures. If you are planning to do that, then I would suggest going early morning when you won't find many people and can enjoy the walk "", '  Great Bridge from where you can see a lot. Best to go for this walk in the morning when there are fewer people. The lats are not all fastened down fully and this just adds to the experience and shows the age of the bridge. Obviously the … ', '  Brooklyn bridge is one of my favourite places in NYC right now. Beautiful and well maintained besides the history behind it. I loved knowing a bit more about Brooklyn and its bridge. … ']","https://www.google.com.tw/maps/place/Brooklyn+Bridge/data=!4m7!3m6!1s0x89c25a2343ce7b2b:0x2526ddba7abd465c!8m2!3d40.7060855!4d-73.9968643!16zL20vMGN2NGM!19sChIJK3vOQyNawokRXEa9errdJiU?authuser=0&hl=en&rclk=1",1.28833698587436
"35",34,"RiseNY",2022-12-20 21:43:23,"Manhattan","New York","New York",40.7834,-73.9662,1,1,19,4.6,828,"Museum","None","['  I was looking for something to do last minute and gave this place a try. I honestly didn’t know what to expect because I didn’t look it up. It did NOT disappoint! … ', '  This is absolutely one of the best things to do if you visiting New York City or if you live here like me then you’ll fall in love again. ""It’s an imaginative place, good for anyone of any age ... educational and interactive experience. … ', ""  Absolutely fantastic! One of the best museums I've been to in a long time. When visiting please take your time because there are lots of smaller displays you may miss if you rush through the experience. This staff was absolutely wonderful. The ending was tons of fun ""]","https://www.google.com.tw/maps/place/RiseNY/data=!4m7!3m6!1s0x89c2597caeee9c73:0xf749ab1a11f8f9f2!8m2!3d40.7576207!4d-73.9851761!16s%2Fg%2F11pd2sr33r!19sChIJc5zurnxZwokR8vn4ERqrSfc?authuser=0&hl=en&rclk=1",0.0147611257564481
"36",35,"Bank of America Winter Village at Bryant Park",2022-12-20 21:43:23,"Manhattan","New York","New York",40.7834,-73.9662,250,67305,12841,4.6,392,"Tourist attraction","None","['  A great place to spend a winter holiday day with either friends or family, with over 50 stalls comprising of great gifts/accessories, food, bar and most importantly a nice ice skating rink (free if you bring your own skates). … ', ""  I didn't skate here, but I visited.  It looked fun.  People were skating as early as 8am and as late as 9pm. They have so many little shops a large space to sit in with plenty of tables and chairs. "", ""  Great skates, rink not too crowded, plenty of nice little kiosks selling art abd artifacts. however, the bag check-in is a racket.  We paid for two bags but they didn't let us put our shoes in a separate bag. All those who didn't pay got bags for their shoes ""]","https://www.google.com.tw/maps/place/Bank+of+America+Winter+Village+at+Bryant+Park/data=!4m7!3m6!1s0x89c259cc7587f583:0x80a720f3c6184f00!8m2!3d40.7539575!4d-73.9841871!16s%2Fg%2F11gy8p0hyy!19sChIJg_WHdcxZwokRAE8YxvMgp4A?authuser=0&hl=en&rclk=1",7.93186718447885
"37",36,"Manhattan Bridge",2022-12-20 21:43:23,"Manhattan","New York","New York",40.7834,-73.9662,25,181,290,4.6,5325,"Bridge","Opened in 1909, this suspension bridge between Brooklyn & Manhattan is known for its ornate portal.","['  Good option when Brooklyn bridge has a herd of tourists. Views are not as great since fenced but an easy breezy walk with no headaches of cyclists trying to run you over as they are on the other side of the bridge. No tourists either. Could … ', '  This place has incredible views! 🏙️ The Manhattan Bridge 🌉 is a great way to walk across the water from Brooklyn to Manhattan and get a glimpse of breathtaking scenic views of Manhattan and the Brooklyn Bridge! Truly Instagram-worthy … ', '  The Photo-Spot is great. Start the day with a nice walk over the Brooklyn bridge, get some food in dumbo and take some pictures. Obviously very crowded place during the day. But the actual photo spot is on the Manhattan bridge, you can make awesome shots through the fence ']","https://www.google.com.tw/maps/place/Manhattan+Bridge/data=!4m7!3m6!1s0x89c25a2e3b75514b:0x7be54ad37a019fcf!8m2!3d40.7074959!4d-73.9907742!16zL20vMDIyMTdm!19sChIJS1F1Oy5awokRz58BetNK5Xs?authuser=0&hl=en&rclk=1",0.37889597444251
"38",37,"Solomon R. Guggenheim museum",2022-12-20 21:43:23,"Manhattan","New York","New York",40.7834,-73.9662,250,11535,12823,4.3,18856,"Museum","Frank Lloyd Wright–designed modern-art museum with an architecturally significant spiral rotunda.","[""  I've heard about this museum's architectural beauty but never had a chance to visit here. … "", '  Terrific museum— a great mix of very recent and slightly older modern and contemporary art. The walk through the rotunda is a great way to explore the exhibits, and the architecture is lovely. The line to get in may go around the block, so … ', '  Really nice museum, if only from an architectural standpoint. Everything is on a spiral ramp that goes up and then on each floor there are rooms, which usually host an exhibition. Unlike the other museums, this is the only one that has kept … ']","https://www.google.com.tw/maps/place/Solomon+R.+Guggenheim+museum/data=!4m7!3m6!1s0x89c258a29a5e9e99:0x4a01c8df6fb3cb8!8m2!3d40.7829796!4d-73.9589706!16zL20vMHE5aDI!19sChIJmZ5emqJYwokRuDz79o0coAQ?authuser=0&hl=en&rclk=1",4.40411776953423
"39",38,"museum of the City of New York",2022-12-20 21:43:23,"Manhattan","New York","New York",40.7834,-73.9662,249,1e+05,12616,4.5,4467,"Museum","Photos, maps & other artifacts trace NYC history from its 16th-century birth to the present day.","[""  I've visited twice and it's been amazing both times. The first floor fixed exhibits are super interesting if you're an NYC history geek like me. You can easily spend 4 hours here (including the 40 min intro film, which if definitely worth … "", '  Beautiful museum. The exhibits are engaging for both adults and kids and show different facets of New York. We especially loved the dollhouse exhibit. The 30 min video was very informative and interesting. The museum is designed in a modern … ', ""  If you're looking for an interesting museum in the City, this is it. They have some really cool exhibits. I originally went to see the Puppet exhibit (which unfortunately is now over) but found other gems here. The interior is gorgeous as well! Its a great place to go if you wanna learn about NYC. ""]","https://www.google.com.tw/maps/place/museum+of+the+City+of+New+York/data=!4m7!3m6!1s0x89c2f61db458888b:0x19a6fb3bfd71dad4!8m2!3d40.7924939!4d-73.9519089!16zL20vMDQzNzR3!19sChIJi4hYtB32wokR1Npx_Tv7phk?authuser=0&hl=en&rclk=1",9.98530212956747
